word,bFrequency,bWeight,gFrequency,gWeight,start
walls,4,0,0,0,FALSE
spies,4,0,0,0,FALSE
surrounded,4,0,1,1,FALSE
armies,4,0,5,3,FALSE
arose,4,0,0,0,FALSE
seizing,4,0,0,0,FALSE
announced,4,0,0,0,FALSE
examined,4,0,0,0,FALSE
appealed,4,0,0,0,FALSE
criminal,4,0,0,0,FALSE
sentence,4,0,0,0,FALSE
addition,4,0,0,0,FALSE
cries,4,0,0,0,FALSE
cephas,4,0,0,0,FALSE
finding,4,0,1,1,FALSE
cana,4,0,0,0,FALSE
zeal,4,0,0,0,FALSE
waits,4,0,0,0,FALSE
quite,4,0,0,0,FALSE
official,4,0,0,0,FALSE
counts,4,0,0,0,FALSE
enabled,4,0,0,0,FALSE
learning,4,0,2,1,FALSE
actually,4,0,0,0,FALSE
seize,4,0,0,0,FALSE
flow,4,0,3,2,FALSE
standards,4,0,0,0,FALSE
determined,4,0,0,0,FALSE
native,4,0,0,0,FALSE
dishonor,4,0,0,0,FALSE
romans,4,0,0,0,FALSE
blinded,4,0,2,1,FALSE
branch,4,0,0,0,FALSE
figuratively,4,0,0,0,FALSE
sanctify,4,0,0,0,FALSE
weapons,4,0,4,2,FALSE
legs,4,0,0,0,FALSE
pierced,4,0,0,0,FALSE
intently,4,0,0,0,FALSE
abandoned,4,0,4,2,FALSE
captain,4,0,0,0,FALSE
note,4,0,1,1,FALSE
threats,4,0,0,0,FALSE
rage,4,0,0,0,FALSE
party,4,0,0,0,FALSE
hanging,4,0,0,0,FALSE
egyptian,4,0,0,0,FALSE
sinai,4,0,0,0,FALSE
enjoyed,4,0,0,0,FALSE
predicted,4,0,0,0,FALSE
captive,4,0,0,0,FALSE
chariot,4,0,4,2,FALSE
passage,4,0,0,0,FALSE
persecuting,4,0,0,0,FALSE
several,4,0,0,0,FALSE
fearlessly,4,0,0,0,FALSE
lydda,4,0,0,0,FALSE
reptiles,4,0,0,0,FALSE
raising,4,0,1,1,FALSE
described,4,0,2,1,FALSE
quarreling,4,0,0,0,FALSE
benjamin,4,0,0,0,FALSE
blessings,4,0,0,0,FALSE
derbe,4,0,0,0,FALSE
purified,4,0,4,2,FALSE
requirements,4,0,0,0,FALSE
thyatira,4,0,0,0,FALSE
hymns,4,0,4,2,FALSE
berea,4,0,0,0,FALSE
character,4,0,2,1,FALSE
eagerness,4,0,0,0,FALSE
seems,4,0,3,2,FALSE
foreign,4,0,0,0,FALSE
religious,4,0,0,0,FALSE
objects,4,0,14,9,FALSE
italy,4,0,0,0,FALSE
corinthians,4,0,0,0,FALSE
compelled,4,0,1,1,FALSE
supplied,4,0,0,0,FALSE
previously,4,0,0,0,FALSE
troops,4,0,1,1,FALSE
acquainted,4,0,0,0,FALSE
controversies,4,0,0,0,FALSE
blaspheme,4,0,0,0,FALSE
appoint,4,0,0,0,FALSE
allowed,4,0,0,0,FALSE
aground,4,0,0,0,FALSE
due,4,0,2,1,FALSE
based,4,0,0,0,FALSE
immortality,4,0,5,3,FALSE
consciences,4,0,0,0,FALSE
rely,4,0,0,0,FALSE
code,4,0,0,0,FALSE
outwardly,4,0,0,0,FALSE
merely,4,0,5,3,FALSE
physical,4,0,6,4,FALSE
falsehood,4,0,0,0,FALSE
transgressions,4,0,0,0,FALSE
sarah,4,0,0,0,FALSE
reconciliation,4,0,0,0,FALSE
reigned,4,0,0,0,FALSE
consequently,4,0,0,0,FALSE
passions,4,0,2,1,FALSE
predestined,4,0,0,0,FALSE
depth,4,0,0,0,FALSE
failed,4,0,1,1,FALSE
harden,4,0,0,0,FALSE
richly,4,0,0,0,FALSE
reserved,4,0,0,0,FALSE
batch,4,0,0,0,FALSE
brotherly,4,0,0,0,FALSE
position,4,0,0,0,FALSE
depends,4,0,1,1,FALSE
acting,4,0,1,1,FALSE
competent,4,0,1,1,FALSE
instruct,4,0,0,0,FALSE
struggle,4,0,0,0,FALSE
meets,4,0,0,0,FALSE
thankful,4,0,0,0,FALSE
perishing,4,0,0,0,FALSE
boasts,4,0,0,0,FALSE
truths,4,0,1,1,FALSE
solid,4,0,0,0,FALSE
builder,4,0,0,0,FALSE
builds,4,0,0,0,FALSE
motives,4,0,0,0,FALSE
imitate,4,0,1,1,FALSE
permissible,4,0,0,0,FALSE
uncircumcision,4,0,0,0,FALSE
happy,4,0,5,3,FALSE
interests,4,0,0,0,FALSE
wound,4,0,0,0,FALSE
rights,4,0,0,0,FALSE
training,4,0,0,0,FALSE
idolatry,4,0,0,0,FALSE
manner,4,0,0,0,FALSE
perfection,4,0,15,9,FALSE
submission,4,0,0,0,FALSE
fought,4,0,0,0,FALSE
painful,4,0,3,2,FALSE
surpassing,4,0,0,0,FALSE
veil,4,0,0,0,FALSE
purity,4,0,28,17,FALSE
purify,4,0,1,1,FALSE
arguments,4,0,0,0,FALSE
absent,4,0,1,1,FALSE
weaknesses,4,0,0,0,FALSE
becoming,4,0,1,1,FALSE
principles,4,0,1,1,FALSE
insight,4,0,3,2,FALSE
minded,4,0,3,2,FALSE
insulted,4,0,0,0,FALSE
myths,4,0,0,0,FALSE
overseer,4,0,0,0,FALSE
manage,4,0,0,0,FALSE
considerate,4,0,0,0,FALSE
scepter,4,0,0,0,FALSE
bitter,4,0,1,1,FALSE
submissive,4,0,0,0,FALSE
antichrist,4,0,0,0,FALSE
bronze,4,0,0,0,FALSE
rushing,4,0,1,1,FALSE
behold,4,0,6,4,FALSE
jasper,4,0,0,0,FALSE
rumblings,4,0,0,0,FALSE
glass,4,0,0,0,FALSE
flying,4,0,0,0,FALSE
plague,4,0,0,0,FALSE
fifth,4,0,1,1,FALSE
tails,4,0,0,0,FALSE
merchants,4,0,1,1,FALSE
hallelujah,4,0,0,0,FALSE
perez,3,0,0,0,FALSE
hezron,3,0,0,0,FALSE
ram,3,0,0,0,FALSE
amminadab,3,0,0,0,FALSE
nahshon,3,0,0,0,FALSE
salmon,3,0,0,0,FALSE
boaz,3,0,0,0,FALSE
rahab,3,0,0,0,FALSE
obed,3,0,0,0,FALSE
abijah,3,0,0,0,FALSE
manasseh,3,0,0,0,FALSE
shealtiel,3,0,0,0,FALSE
zerubbabel,3,0,0,0,FALSE
eliakim,3,0,0,0,FALSE
pledged,3,0,0,0,FALSE
expose,3,0,0,0,FALSE
disturbed,3,0,1,1,FALSE
jeremiah,3,0,0,0,FALSE
floor,3,0,0,0,FALSE
consented,3,0,0,0,FALSE
descending,3,0,0,0,FALSE
kingdoms,3,0,0,0,FALSE
zebulun,3,0,0,0,FALSE
naphtali,3,0,0,0,FALSE
disease,3,0,1,1,FALSE
decapolis,3,0,0,0,FALSE
saltiness,3,0,0,0,FALSE
salty,3,0,1,1,FALSE
smallest,3,0,0,0,FALSE
adversary,3,0,0,0,FALSE
certificate,3,0,0,0,FALSE
marital,3,0,0,0,FALSE
adulteress,3,0,0,0,FALSE
oaths,3,0,0,0,FALSE
black,3,0,0,0,FALSE
strikes,3,0,0,0,FALSE
unrighteous,3,0,0,0,FALSE
needy,3,0,0,0,FALSE
trumpets,3,0,1,1,FALSE
moth,3,0,0,0,FALSE
remove,3,0,0,0,FALSE
trample,3,0,0,0,FALSE
knock,3,0,0,0,FALSE
knocks,3,0,0,0,FALSE
narrow,3,0,0,0,FALSE
evildoers,3,0,0,0,FALSE
streams,3,0,1,1,FALSE
terrible,3,0,4,2,FALSE
holes,3,0,0,0,FALSE
drown,3,0,0,0,FALSE
calm,3,0,2,1,FALSE
feeding,3,0,0,0,FALSE
steep,3,0,0,0,FALSE
bank,3,0,0,0,FALSE
tending,3,0,0,0,FALSE
stepped,3,0,0,0,FALSE
entertain,3,0,0,0,FALSE
booth,3,0,0,0,FALSE
healthy,3,0,0,0,FALSE
sews,3,0,0,0,FALSE
skins,3,0,0,0,FALSE
laughed,3,0,0,0,FALSE
sternly,3,0,0,0,FALSE
cleanse,3,0,0,0,FALSE
copper,3,0,0,0,FALSE
student,3,0,3,2,FALSE
numbered,3,0,0,0,FALSE
played,3,0,0,0,FALSE
drunkard,3,0,0,0,FALSE
depths,3,0,0,0,FALSE
reveal,3,0,3,2,FALSE
grainfields,3,0,0,0,FALSE
stretched,3,0,0,0,FALSE
plotted,3,0,0,0,FALSE
quarrel,3,0,0,0,FALSE
rob,3,0,0,0,FALSE
huge,3,0,0,0,FALSE
arrives,3,0,0,0,FALSE
final,3,0,6,4,FALSE
condition,3,0,2,1,FALSE
scattering,3,0,0,0,FALSE
sprang,3,0,0,0,FALSE
perceiving,3,0,0,0,FALSE
sower,3,0,0,0,FALSE
worries,3,0,0,0,FALSE
deceitfulness,3,0,0,0,FALSE
choke,3,0,0,0,FALSE
unfruitful,3,0,0,0,FALSE
sowed,3,0,0,0,FALSE
harvesters,3,0,0,0,FALSE
tie,3,0,0,0,FALSE
seeds,3,0,0,0,FALSE
amount,3,0,0,0,FALSE
flour,3,0,0,0,FALSE
offense,3,0,0,0,FALSE
reports,3,0,0,0,FALSE
attendants,3,0,0,0,FALSE
gennesaret,3,0,0,0,FALSE
guides,3,0,1,1,FALSE
dull,3,0,0,0,FALSE
discussion,3,0,1,1,FALSE
loosed,3,0,0,0,FALSE
exchange,3,0,0,0,FALSE
shelters,3,0,0,0,FALSE
enveloped,3,0,3,2,FALSE
line,3,0,0,0,FALSE
neck,3,0,1,1,FALSE
owns,3,0,0,0,FALSE
refuses,3,0,1,1,FALSE
pagan,3,0,0,0,FALSE
female,3,0,0,0,FALSE
permitted,3,0,0,0,FALSE
needle,3,0,0,0,FALSE
landowner,3,0,0,0,FALSE
eleventh,3,0,1,1,FALSE
envious,3,0,0,0,FALSE
roadside,3,0,0,0,FALSE
louder,3,0,0,0,FALSE
bethphage,3,0,0,0,FALSE
buying,3,0,0,0,FALSE
overturned,3,0,0,0,FALSE
changers,3,0,0,0,FALSE
den,3,0,0,0,FALSE
wonderful,3,0,1,1,FALSE
entering,3,0,0,0,FALSE
farmers,3,0,0,0,FALSE
wretched,3,0,0,0,FALSE
oxen,3,0,0,0,FALSE
noticed,3,0,1,1,FALSE
plans,3,0,0,0,FALSE
herodians,3,0,0,0,FALSE
integrity,3,0,0,0,FALSE
portrait,3,0,0,0,FALSE
silenced,3,0,0,0,FALSE
heavy,3,0,0,0,FALSE
banquets,3,0,0,0,FALSE
exalts,3,0,0,0,FALSE
indulgence,3,0,0,0,FALSE
shedding,3,0,0,0,FALSE
desolate,3,0,0,0,FALSE
buildings,3,0,0,0,FALSE
famines,3,0,0,0,FALSE
earthquakes,3,0,0,0,FALSE
desolation,3,0,0,0,FALSE
nursing,3,0,0,0,FALSE
survive,3,0,0,0,FALSE
rooms,3,0,0,0,FALSE
tender,3,0,0,0,FALSE
summer,3,0,1,1,FALSE
returns,3,0,1,1,FALSE
begins,3,0,0,0,FALSE
lazy,3,0,0,0,FALSE
riot,3,0,0,0,FALSE
alabaster,3,0,0,0,FALSE
bothering,3,0,0,0,FALSE
memory,3,0,5,3,FALSE
counted,3,0,0,0,FALSE
dipped,3,0,0,0,FALSE
betrays,3,0,0,0,FALSE
hymn,3,0,0,0,FALSE
sorrowful,3,0,0,0,FALSE
armed,3,0,1,1,FALSE
outcome,3,0,2,1,FALSE
crowed,3,0,0,0,FALSE
potter,3,0,0,0,FALSE
stripped,3,0,1,1,FALSE
twisted,3,0,0,0,FALSE
golgotha,3,0,0,0,FALSE
forsaken,3,0,0,0,FALSE
bottom,3,0,0,0,FALSE
guarding,3,0,0,0,FALSE
joses,3,0,0,0,FALSE
big,3,0,0,0,FALSE
sum,3,0,0,0,FALSE
judean,3,0,0,0,FALSE
wore,3,0,0,0,FALSE
thongs,3,0,0,0,FALSE
somewhere,3,0,0,0,FALSE
spreading,3,0,0,0,FALSE
openly,3,0,0,0,FALSE
pours,3,0,0,0,FALSE
stern,3,0,0,0,FALSE
gerasenes,3,0,0,0,FALSE
chain,3,0,0,0,FALSE
legion,3,0,0,0,FALSE
bother,3,0,0,0,FALSE
nursed,3,0,0,0,FALSE
protected,3,0,0,0,FALSE
groups,3,0,0,0,FALSE
green,3,0,0,0,FALSE
foods,3,0,2,1,FALSE
loaf,3,0,0,0,FALSE
shamefully,3,0,0,0,FALSE
burnt,3,0,1,1,FALSE
flowing,3,0,1,1,FALSE
furnished,3,0,0,0,FALSE
abba,3,0,0,0,FALSE
below,3,0,1,1,FALSE
warming,3,0,0,0,FALSE
deadly,3,0,0,0,FALSE
poison,3,0,2,1,FALSE
orderly,3,0,0,0,FALSE
relative,3,0,1,1,FALSE
arm,3,0,0,0,FALSE
census,3,0,0,0,FALSE
manger,3,0,0,0,FALSE
rests,3,0,1,1,FALSE
unaware,3,0,0,0,FALSE
pontius,3,0,0,0,FALSE
joshua,3,0,0,0,FALSE
enoch,3,0,0,0,FALSE
gracious,3,0,1,1,FALSE
daybreak,3,0,0,0,FALSE
belonging,3,0,1,1,FALSE
ve,3,0,0,0,FALSE
partners,3,0,0,0,FALSE
fed,3,0,1,1,FALSE
demand,3,0,0,0,FALSE
torrent,3,0,0,0,FALSE
collapsed,3,0,0,0,FALSE
messengers,3,0,0,0,FALSE
reclined,3,0,0,0,FALSE
correctly,3,0,1,1,FALSE
testing,3,0,0,0,FALSE
retain,3,0,0,0,FALSE
raging,3,0,0,0,FALSE
departure,3,0,0,0,FALSE
awake,3,0,2,1,FALSE
destroying,3,0,1,1,FALSE
purse,3,0,0,0,FALSE
wipe,3,0,0,0,FALSE
scorpions,3,0,0,0,FALSE
occasion,3,0,0,0,FALSE
wounds,3,0,0,0,FALSE
neglect,3,0,0,0,FALSE
responsible,3,0,0,0,FALSE
killing,3,0,0,0,FALSE
disowned,3,0,0,0,FALSE
defend,3,0,0,0,FALSE
divide,3,0,0,0,FALSE
goods,3,0,0,0,FALSE
dress,3,0,0,0,FALSE
eighteen,3,0,1,1,FALSE
siloam,3,0,0,0,FALSE
straightened,3,0,0,0,FALSE
traveling,3,0,0,0,FALSE
repents,3,0,0,0,FALSE
estate,3,0,0,0,FALSE
senses,3,0,30,19,FALSE
music,3,0,0,0,FALSE
disobeyed,3,0,0,0,FALSE
job,3,0,0,0,FALSE
beggar,3,0,0,0,FALSE
adulterers,3,0,0,0,FALSE
babies,3,0,0,0,FALSE
zacchaeus,3,0,0,0,FALSE
earned,3,0,0,0,FALSE
owners,3,0,0,0,FALSE
hoped,3,0,0,0,FALSE
events,3,0,0,0,FALSE
terror,3,0,1,1,FALSE
remembrance,3,0,1,1,FALSE
conferred,3,0,0,0,FALSE
penalty,3,0,0,0,FALSE
criminals,3,0,0,0,FALSE
paradise,3,0,2,1,FALSE
deed,3,0,0,0,FALSE
redeem,3,0,0,0,FALSE
strongly,3,0,0,0,FALSE
doubts,3,0,4,2,FALSE
choice,3,0,0,0,FALSE
yesterday,3,0,0,0,FALSE
pool,3,0,0,0,FALSE
slipped,3,0,1,1,FALSE
harder,3,0,0,0,FALSE
raises,3,0,0,0,FALSE
mention,3,0,1,1,FALSE
obtain,3,0,1,1,FALSE
hopes,3,0,2,1,FALSE
tiberias,3,0,0,0,FALSE
barley,3,0,0,0,FALSE
distributed,3,0,0,0,FALSE
blowing,3,0,0,0,FALSE
requires,3,0,0,0,FALSE
grumbling,3,0,0,0,FALSE
everlasting,3,0,4,2,FALSE
argue,3,0,0,0,FALSE
real,3,0,6,4,FALSE
ascend,3,0,0,0,FALSE
intend,3,0,0,0,FALSE
mob,3,0,0,0,FALSE
opens,3,0,1,1,FALSE
cares,3,0,1,1,FALSE
accord,3,0,0,0,FALSE
colonnade,3,0,0,0,FALSE
snatch,3,0,0,0,FALSE
hours,3,0,0,0,FALSE
didymus,3,0,0,0,FALSE
grave,3,0,0,0,FALSE
fragrance,3,0,1,1,FALSE
objected,3,0,0,0,FALSE
extent,3,0,1,1,FALSE
shares,3,0,0,0,FALSE
obeys,3,0,0,0,FALSE
withers,3,0,0,0,FALSE
protect,3,0,1,1,FALSE
grove,3,0,0,0,FALSE
detachment,3,0,1,1,FALSE
prevent,3,0,0,0,FALSE
decide,3,0,0,0,FALSE
removed,3,0,0,0,FALSE
books,3,0,0,0,FALSE
justus,3,0,0,0,FALSE
pentecost,3,0,0,0,FALSE
separated,3,0,0,0,FALSE
pontus,3,0,0,0,FALSE
phrygia,3,0,0,0,FALSE
converts,3,0,0,0,FALSE
addressed,3,0,3,2,FALSE
corrupt,3,0,1,1,FALSE
author,3,0,2,1,FALSE
foretold,3,0,0,0,FALSE
samuel,3,0,0,0,FALSE
outstanding,3,0,0,0,FALSE
somebody,3,0,0,0,FALSE
opposition,3,0,0,0,FALSE
enslaved,3,0,1,1,FALSE
jealous,3,0,0,0,FALSE
reconcile,3,0,0,0,FALSE
agrees,3,0,1,1,FALSE
bitterness,3,0,0,0,FALSE
proving,3,0,0,0,FALSE
aeneas,3,0,0,0,FALSE
tanner,3,0,0,0,FALSE
noon,3,0,0,0,FALSE
trance,3,0,0,0,FALSE
sheet,3,0,0,0,FALSE
respected,3,0,0,0,FALSE
claudius,3,0,0,0,FALSE
conduct,3,0,2,1,FALSE
perga,3,0,0,0,FALSE
stated,3,0,0,0,FALSE
scoffers,3,0,0,0,FALSE
bulls,3,0,0,0,FALSE
provides,3,0,0,0,FALSE
difficulty,3,0,0,0,FALSE
agreement,3,0,0,0,FALSE
remnant,3,0,0,0,FALSE
strangled,3,0,0,0,FALSE
worshiper,3,0,0,0,FALSE
citizens,3,0,0,0,FALSE
stirring,3,0,1,1,FALSE
areopagus,3,0,0,0,FALSE
ideas,3,0,1,1,FALSE
temples,3,0,0,0,FALSE
proof,3,0,0,0,FALSE
persuade,3,0,0,0,FALSE
gallio,3,0,0,0,FALSE
scrolls,3,0,0,0,FALSE
erastus,3,0,0,0,FALSE
demetrius,3,0,0,0,FALSE
workmen,3,0,0,0,FALSE
goddess,3,0,0,0,FALSE
ephesians,3,0,0,0,FALSE
confusion,3,0,0,0,FALSE
silence,3,0,3,2,FALSE
ended,3,0,0,0,FALSE
trophimus,3,0,0,0,FALSE
miletus,3,0,0,0,FALSE
helpful,3,0,0,0,FALSE
overseers,3,0,0,0,FALSE
distort,3,0,0,0,FALSE
board,3,0,0,0,FALSE
cargo,3,0,0,0,FALSE
beach,3,0,0,0,FALSE
detail,3,0,1,1,FALSE
informed,3,0,0,0,FALSE
shaved,3,0,0,0,FALSE
steps,3,0,0,0,FALSE
brilliance,3,0,1,1,FALSE
citizenship,3,0,0,0,FALSE
commanding,3,0,0,0,FALSE
involved,3,0,1,1,FALSE
consent,3,0,0,0,FALSE
safely,3,0,0,0,FALSE
briefly,3,0,3,2,FALSE
absence,3,0,2,1,FALSE
hoping,3,0,0,0,FALSE
bernice,3,0,0,0,FALSE
faced,3,0,0,0,FALSE
lee,3,0,0,0,FALSE
advice,3,0,1,1,FALSE
harbor,3,0,0,0,FALSE
anchor,3,0,0,0,FALSE
lifeboat,3,0,0,0,FALSE
ropes,3,0,0,0,FALSE
overboard,3,0,0,0,FALSE
sailors,3,0,0,0,FALSE
anchors,3,0,0,0,FALSE
constant,3,0,6,4,FALSE
escaping,3,0,0,0,FALSE
futile,3,0,1,1,FALSE
exchanged,3,0,0,0,FALSE
immortal,3,0,4,2,FALSE
relations,3,0,1,1,FALSE
depraved,3,0,0,0,FALSE
slanderers,3,0,0,0,FALSE
boastful,3,0,0,0,FALSE
contempt,3,0,1,1,FALSE
defending,3,0,0,0,FALSE
brag,3,0,0,0,FALSE
lawbreaker,3,0,0,0,FALSE
difference,3,0,1,1,FALSE
atonement,3,0,0,0,FALSE
justifies,3,0,0,0,FALSE
transgression,3,0,0,0,FALSE
justification,3,0,0,0,FALSE
covet,3,0,1,1,FALSE
unspiritual,3,0,0,0,FALSE
comparing,3,0,0,0,FALSE
subjected,3,0,0,0,FALSE
groan,3,0,0,0,FALSE
searches,3,0,0,0,FALSE
covenants,3,0,0,0,FALSE
election,3,0,0,0,FALSE
esau,3,0,0,0,FALSE
display,3,0,1,1,FALSE
blame,3,0,0,0,FALSE
clay,3,0,1,1,FALSE
purposes,3,0,1,1,FALSE
pursued,3,0,0,0,FALSE
attained,3,0,13,8,FALSE
establish,3,0,1,1,FALSE
knee,3,0,0,0,FALSE
acceptance,3,0,0,0,FALSE
provided,3,0,0,0,FALSE
prophesying,3,0,0,0,FALSE
joyful,3,0,1,1,FALSE
harmony,3,0,0,0,FALSE
avenge,3,0,0,0,FALSE
heap,3,0,0,0,FALSE
continuing,3,0,0,0,FALSE
orgies,3,0,0,0,FALSE
considers,3,0,0,0,FALSE
praises,3,0,1,1,FALSE
material,3,0,4,2,FALSE
divisions,3,0,1,1,FALSE
stephanas,3,0,0,0,FALSE
rewarded,3,0,0,0,FALSE
similarly,3,0,0,0,FALSE
lords,3,0,5,3,FALSE
competes,3,0,0,0,FALSE
examples,3,0,0,0,FALSE
participate,3,0,0,0,FALSE
prays,3,0,0,0,FALSE
uncovered,3,0,0,0,FALSE
interpretation,3,0,0,0,FALSE
cease,3,0,3,2,FALSE
seem,3,0,1,1,FALSE
administration,3,0,0,0,FALSE
prophecies,3,0,0,0,FALSE
languages,3,0,0,0,FALSE
excel,3,0,0,0,FALSE
bare,3,0,0,0,FALSE
disorder,3,0,0,0,FALSE
fitting,3,0,0,0,FALSE
dominion,3,0,0,0,FALSE
reasons,3,0,0,0,FALSE
sting,3,0,0,0,FALSE
guaranteeing,3,0,0,0,FALSE
sufficient,3,0,1,1,FALSE
profit,3,0,0,0,FALSE
ink,3,0,0,0,FALSE
tablets,3,0,0,0,FALSE
fading,3,0,0,0,FALSE
turns,3,0,0,0,FALSE
forth,3,0,18,11,FALSE
renewed,3,0,0,0,FALSE
fix,3,0,5,3,FALSE
genuine,3,0,0,0,FALSE
affection,3,0,0,0,FALSE
regret,3,0,1,1,FALSE
earnestness,3,0,0,0,FALSE
overflowing,3,0,0,0,FALSE
generosity,3,0,1,1,FALSE
completion,3,0,0,0,FALSE
equality,3,0,0,0,FALSE
partner,3,0,0,0,FALSE
abound,3,0,0,0,FALSE
confession,3,0,0,0,FALSE
inferior,3,0,2,1,FALSE
hebrews,3,0,0,0,FALSE
rivers,3,0,3,2,FALSE
feel,3,0,3,2,FALSE
exploit,3,0,0,0,FALSE
intensely,3,0,0,0,FALSE
represent,3,0,0,0,FALSE
basic,3,0,0,0,FALSE
gently,3,0,0,0,FALSE
aliens,3,0,0,0,FALSE
ascended,3,0,0,0,FALSE
train,3,0,0,0,FALSE
blown,3,0,0,0,FALSE
attitude,3,0,1,1,FALSE
forgave,3,0,0,0,FALSE
imitators,3,0,0,0,FALSE
songs,3,0,1,1,FALSE
blemish,3,0,1,1,FALSE
requests,3,0,0,0,FALSE
deacons,3,0,0,0,FALSE
hebrew,3,0,0,0,FALSE
growing,3,0,1,1,FALSE
epaphras,3,0,0,0,FALSE
behavior,3,0,0,0,FALSE
outsiders,3,0,0,0,FALSE
demas,3,0,0,0,FALSE
enduring,3,0,1,1,FALSE
lawlessness,3,0,0,0,FALSE
unholy,3,0,1,1,FALSE
profess,3,0,1,1,FALSE
temperate,3,0,0,0,FALSE
deceiving,3,0,0,0,FALSE
slanderous,3,0,0,0,FALSE
reverent,3,0,0,0,FALSE
cain,3,0,0,0,FALSE
grown,3,0,0,0,FALSE
persevered,3,0,0,0,FALSE
lions,3,0,1,1,FALSE
loving,3,0,0,0,FALSE
camp,3,0,0,0,FALSE
unstable,3,0,0,0,FALSE
beauty,3,0,1,1,FALSE
fade,3,0,0,0,FALSE
ships,3,0,0,0,FALSE
ancient,3,0,10,6,FALSE
beings,3,0,29,18,FALSE
balaam,3,0,0,0,FALSE
denies,3,0,0,0,FALSE
alpha,3,0,0,0,FALSE
omega,3,0,0,0,FALSE
sardis,3,0,0,0,FALSE
encircled,3,0,0,0,FALSE
crystal,3,0,0,0,FALSE
center,3,0,0,0,FALSE
eagle,3,0,1,1,FALSE
midair,3,0,0,0,FALSE
resembled,3,0,0,0,FALSE
breastplates,3,0,0,0,FALSE
arts,3,0,0,0,FALSE
thunders,3,0,0,0,FALSE
rod,3,0,0,0,FALSE
fatal,3,0,0,0,FALSE
forehead,3,0,0,0,FALSE
cargoes,3,0,0,0,FALSE
vile,3,0,1,1,FALSE
record,2,0,0,0,FALSE
genealogy,2,0,0,0,FALSE
rehoboam,2,0,0,0,FALSE
asa,2,0,0,0,FALSE
jehoshaphat,2,0,0,0,FALSE
jehoram,2,0,0,0,FALSE
uzziah,2,0,0,0,FALSE
jotham,2,0,0,0,FALSE
ahaz,2,0,0,0,FALSE
hezekiah,2,0,0,0,FALSE
amon,2,0,0,0,FALSE
josiah,2,0,0,0,FALSE
jeconiah,2,0,0,0,FALSE
abiud,2,0,0,0,FALSE
azor,2,0,0,0,FALSE
zadok,2,0,0,0,FALSE
akim,2,0,0,0,FALSE
eliud,2,0,0,0,FALSE
eleazar,2,0,0,0,FALSE
matthan,2,0,0,0,FALSE
quietly,2,0,0,0,FALSE
district,2,0,0,0,FALSE
leather,2,0,0,0,FALSE
confessing,2,0,0,0,FALSE
ax,2,0,0,0,FALSE
winnowing,2,0,0,0,FALSE
fork,2,0,0,0,FALSE
threshing,2,0,0,0,FALSE
chaff,2,0,0,0,FALSE
unquenchable,2,0,0,0,FALSE
tempter,2,0,0,0,FALSE
attended,2,0,1,1,FALSE
dawned,2,0,1,1,FALSE
fishers,2,0,0,0,FALSE
seizures,2,0,0,0,FALSE
peacemakers,2,0,0,0,FALSE
abolish,2,0,0,0,FALSE
stroke,2,0,0,0,FALSE
breaks,2,0,1,1,FALSE
surpasses,2,0,0,0,FALSE
murders,2,0,0,0,FALSE
gouge,2,0,0,0,FALSE
unfaithfulness,2,0,0,0,FALSE
divorced,2,0,0,0,FALSE
tooth,2,0,0,0,FALSE
cheek,2,0,0,0,FALSE
forces,2,0,5,3,FALSE
hallowed,2,0,0,0,FALSE
debts,2,0,0,0,FALSE
debtors,2,0,0,0,FALSE
rust,2,0,0,0,FALSE
barns,2,0,0,0,FALSE
worrying,2,0,0,0,FALSE
lilies,2,0,0,0,FALSE
spin,2,0,0,0,FALSE
sawdust,2,0,0,0,FALSE
hypocrite,2,0,1,1,FALSE
broad,2,0,0,0,FALSE
thornbushes,2,0,0,0,FALSE
thistles,2,0,0,0,FALSE
blew,2,0,4,2,FALSE
subjects,2,0,0,0,FALSE
foxes,2,0,0,0,FALSE
nests,2,0,0,0,FALSE
blaspheming,2,0,0,0,FALSE
unshrunk,2,0,0,0,FALSE
players,2,0,0,0,FALSE
indoors,2,0,0,0,FALSE
harassed,2,0,0,0,FALSE
plentiful,2,0,0,0,FALSE
thaddaeus,2,0,0,0,FALSE
belts,2,0,0,0,FALSE
shrewd,2,0,0,0,FALSE
local,2,0,0,0,FALSE
councils,2,0,0,0,FALSE
rebel,2,0,0,0,FALSE
whispered,2,0,0,0,FALSE
roofs,2,0,0,0,FALSE
hairs,2,0,0,0,FALSE
disowns,2,0,0,0,FALSE
palaces,2,0,0,0,FALSE
advancing,2,0,0,0,FALSE
forceful,2,0,0,0,FALSE
dance,2,0,0,0,FALSE
dirge,2,0,0,0,FALSE
glutton,2,0,0,0,FALSE
korazin,2,0,0,0,FALSE
skies,2,0,0,0,FALSE
easy,2,0,0,0,FALSE
desecrate,2,0,0,0,FALSE
ties,2,0,1,1,FALSE
nineveh,2,0,0,0,FALSE
arid,2,0,0,0,FALSE
pointing,2,0,0,0,FALSE
shallow,2,0,0,0,FALSE
scorched,2,0,1,1,FALSE
calloused,2,0,0,0,FALSE
closed,2,0,0,0,FALSE
lasts,2,0,0,0,FALSE
yielding,2,0,0,0,FALSE
pulling,2,0,0,0,FALSE
largest,2,0,0,0,FALSE
perch,2,0,0,0,FALSE
utter,2,0,0,0,FALSE
baskets,2,0,0,0,FALSE
storeroom,2,0,0,0,FALSE
carpenter,2,0,0,0,FALSE
